"jaar";"plot";"tree";"soort";"nnv"
"2004";"301";"33";"populier";"0,25"
"2004";"301";"34";"populier";"0,25"
"2004";"302";"1";"es";"0,20"
"2004";"302";"3";"zomereik";"0,15"
"2004";"302";"4";"zomereik";"0,20"
"2004";"302";"5";"es";"0,30"
"2004";"302";"6";"zwarte els";"0,25"
"2004";"302";"9";"witte els";"0,25"
"2004";"302";"10";"witte els";"0,25"
"2004";"302";"11";"Amerikaanse eik";"0,20"
"2004";"302";"12";"zomereik";"0,10"
"2004";"302";"13";"beuk";"0,15"
"2004";"302";"15";"beuk";"0,25"
"2004";"303";"13";"beuk";"0,25"
"2004";"303";"14";"beuk";"0,25"
"2004";"303";"15";"beuk";"0,35"
"2004";"303";"16";"beuk";"0,20"
"2004";"303";"17";"beuk";"0,25"
"2004";"303";"18";"beuk";"0,25"
"2004";"303";"19";"beuk";"0,25"
"2004";"303";"20";"beuk";"0,30"
"2004";"303";"21";"beuk";"0,20"
"2004";"303";"22";"beuk";"0,25"
"2004";"303";"23";"beuk";"0,20"
"2004";"303";"24";"beuk";"0,25"
"2004";"211";"10";"zomereik";"0,15"
"2004";"211";"11";"valse acacia";"0,15"
"2004";"211";"12";"zomereik";"0,15"
"2004";"211";"13";"zomereik";"0,15"
"2004";"211";"14";"zomereik";"0,20"
"2004";"211";"15";"ruwe berk";"0,20"
"2004";"211";"16";"zomereik";"0,25"
"2004";"211";"17";"zomereik";"0,35"
"2004";"211";"18";"valse acacia";"0,30"
"2004";"211";"19";"zomereik";"0,20"
"2004";"211";"20";"zomereik";"0,10"
"2004";"211";"21";"zomereik";"0,20"
"2004";"211";"22";"zomereik";"0,20"
"2004";"211";"23";"zomereik";"0,25"
"2004";"211";"24";"zomereik";"0,30"
"2004";"212";"1";"beuk";"0,15"
"2004";"212";"2";"beuk";"0,35"
"2004";"212";"3";"beuk";"0,25"
"2004";"212";"4";"beuk";"0,05"
"2004";"212";"5";"beuk";"0,25"
"2004";"212";"6";"beuk";"0,10"
"2004";"212";"7";"beuk";"0,25"
"2004";"212";"8";"beuk";"0,10"
"2004";"212";"9";"beuk";"0,05"
"2004";"213";"12";"ruwe berk";"0,20"
"2004";"213";"13";"zoete kers";"0,20"
"2004";"213";"14";"zomereik";"0,20"
"2004";"213";"15";"zomereik";"0,15"
"2004";"213";"16";"ruwe berk";"0,35"
"2004";"213";"17";"ruwe berk";"0,25"
"2004";"213";"18";"ratelpopulier";"0,05"
"2004";"213";"19";"ruwe berk";"0,20"
"2004";"213";"20";"ruwe berk";"0,30"
"2004";"213";"21";"ruwe berk";"0,50"
"2004";"213";"23";"ruwe berk";"0,40"
"2004";"213";"24";"ruwe berk";"0,35"
"2004";"213";"25";"zomereik";"0,35"
"2004";"214";"1";"es";"0,10"
"2004";"214";"25";"zomereik";"0,25"
"2004";"214";"3";"es";"0,25"
"2004";"214";"26";"zomereik";"0,25"
"2004";"214";"5";"es";"0,25"
"2004";"214";"6";"es";"0,25"
"2004";"214";"27";"es";"0,15"
"2004";"214";"8";"zomereik";"0,25"
"2004";"214";"9";"beuk";"0,10"
"2004";"214";"10";"beuk";"0,45"
"2004";"214";"11";"beuk";"0,40"
"2004";"215";"12";"beuk";"0,10"
"2004";"215";"13";"Amerikaanse eik";"0,30"
"2004";"215";"14";"beuk";"0,05"
"2004";"215";"15";"beuk";"0,15"
"2004";"215";"16";"beuk";"0,20"
"2004";"215";"17";"beuk";"0,15"
"2004";"215";"18";"Amerikaanse eik";"0,20"
"2004";"215";"19";"beuk";"0,15"
"2004";"215";"20";"beuk";"0,05"
"2004";"215";"21";"beuk";"0,10"
"2004";"215";"22";"beuk";"0,15"
"2004";"215";"23";"beuk";"0,15"
"2004";"215";"24";"beuk";"0,20"
"2004";"301";"1";"populier";"0,35"
"2004";"301";"2";"populier";"0,35"
"2004";"301";"3";"populier";"0,30"
"2004";"301";"4";"populier";"0,30"
"2004";"301";"5";"populier";"0,40"
"2004";"301";"6";"populier";"0,40"
"2004";"301";"7";"populier";"0,30"
"2004";"301";"8";"populier";"0,25"
"2004";"301";"9";"populier";"0,30"
"2004";"301";"10";"populier";"0,35"
"2004";"301";"13";"populier";"0,30"
"2004";"302";"16";"beuk";"0,20"
"2004";"302";"19";"zomereik";"0,15"
"2004";"302";"20";"wintereik";"0,20"
"2004";"302";"21";"zomereik";"0,20"
"2004";"302";"22";"zomereik";"0,25"
"2004";"302";"24";"zomereik";"0,25"
"2004";"302";"25";"wintereik";"0,25"
"2004";"302";"26";"zomereik";"0,20"
"2004";"302";"27";"es";"0,15"
"2004";"302";"28";"beuk";"0,25"
"2004";"302";"29";"beuk";"0,15"
"2004";"302";"30";"beuk";"0,25"
"2004";"302";"31";"zomereik";"0,25"
"2004";"303";"1";"beuk";"0,20"
"2004";"303";"2";"beuk";"0,15"
"2004";"303";"3";"beuk";"0,25"
"2004";"303";"4";"beuk";"0,25"
"2004";"303";"5";"beuk";"0,20"
"2004";"303";"6";"beuk";"0,25"
"2004";"303";"7";"beuk";"0,25"
"2004";"303";"8";"beuk";"0,25"
"2004";"303";"9";"beuk";"0,20"
"2004";"303";"10";"beuk";"0,25"
"2004";"303";"11";"beuk";"0,25"
"2004";"303";"25";"beuk";"0,30"
"2004";"311";"28";"zomereik";"0,30"
"2004";"311";"2";"zomereik";"0,30"
"2004";"311";"3";"zomereik";"0,25"
"2004";"311";"4";"beuk";"0,15"
"2004";"311";"25";"zomereik";"0,20"
"2004";"311";"6";"zomereik";"0,20"
"2004";"311";"7";"zomereik";"0,30"
"2004";"311";"8";"zomereik";"0,40"
"2004";"311";"9";"zomereik";"0,35"
"2004";"311";"10";"zomereik";"0,30"
"2004";"311";"26";"zomereik";"0,30"
"2004";"312";"12";"beuk";"0,30"
"2004";"312";"13";"beuk";"0,50"
"2004";"312";"14";"beuk";"0,25"
"2004";"312";"15";"beuk";"0,25"
"2004";"312";"16";"beuk";"0,20"
"2004";"312";"17";"beuk";"0,35"
"2004";"312";"18";"beuk";"0,30"
"2004";"312";"19";"beuk";"0,10"
"2004";"312";"20";"beuk";"0,15"
"2004";"312";"21";"beuk";"0,25"
"2004";"312";"22";"beuk";"0,30"
"2004";"312";"23";"beuk";"0,25"
"2004";"312";"24";"beuk";"0,25"
"2004";"402";"2";"zomereik";"0,15"
"2004";"402";"3";"zomereik";"0,20"
"2004";"402";"4";"zomereik";"0,15"
"2004";"402";"5";"zomereik";"0,30"
"2004";"402";"6";"zomereik";"0,25"
"2004";"402";"7";"zomereik";"0,30"
"2004";"402";"8";"es";"0,10"
"2004";"402";"9";"zomereik";"0,15"
"2004";"402";"10";"zomereik";"0,20"
"2004";"402";"11";"zomereik";"0,20"
"2004";"402";"12";"zomereik";"0,05"
"2004";"403";"12";"grove den";"0,20"
"2004";"403";"27";"grove den";"0,25"
"2004";"403";"14";"grove den";"0,15"
"2004";"403";"30";"grove den";"0,20"
"2004";"403";"16";"grove den";"0,20"
"2004";"403";"17";"grove den";"0,20"
"2004";"403";"18";"grove den";"0,30"
"2004";"403";"19";"grove den";"0,20"
"2004";"403";"28";"grove den";"0,25"
"2004";"403";"21";"grove den";"0,25"
"2004";"403";"22";"grove den";"0,25"
"2004";"403";"23";"grove den";"0,30"
"2004";"403";"29";"grove den";"0,25"
"2004";"404";"1";"Amerikaanse eik";"0,15"
"2004";"404";"2";"Amerikaanse eik";"0,20"
"2004";"404";"3";"Amerikaanse eik";"0,10"
"2004";"404";"4";"Amerikaanse eik";"0,35"
"2004";"404";"5";"Amerikaanse eik";"0,15"
"2004";"404";"6";"Amerikaanse eik";"0,10"
"2004";"404";"7";"Amerikaanse eik";"0,25"
"2004";"404";"8";"Amerikaanse eik";"0,20"
"2004";"404";"9";"Amerikaanse eik";"0,20"
"2004";"404";"10";"Amerikaanse eik";"0,15"
"2004";"404";"11";"Amerikaanse eik";"0,15"
"2004";"406";"28";"grove den";"0,20"
"2004";"406";"13";"grove den";"0,15"
"2004";"406";"14";"grove den";"0,30"
"2004";"406";"15";"grove den";"0,15"
"2004";"406";"29";"grove den";"0,20"
"2004";"406";"17";"grove den";"0,20"
"2004";"406";"18";"grove den";"0,25"
"2004";"406";"19";"grove den";"0,25"
"2004";"406";"21";"grove den";"0,25"
"2004";"406";"30";"grove den";"0,30"
"2004";"406";"24";"grove den";"0,20"
"2004";"406";"25";"grove den";"0,15"
"2004";"406";"26";"grove den";"0,25"
"2004";"411";"1";"beuk";"0,30"
"2004";"411";"2";"zomereik";"0,25"
"2004";"411";"3";"beuk";"0,05"
"2004";"411";"4";"Amerikaanse eik";"0,25"
"2004";"411";"5";"Amerikaanse eik";"0,15"
"2004";"411";"25";"zomereik";"0,10"
"2004";"411";"7";"Amerikaanse eik";"0,15"
"2004";"411";"8";"Amerikaanse eik";"0,20"
"2004";"411";"9";"Amerikaanse eik";"0,20"
"2004";"411";"10";"Amerikaanse eik";"0,25"
"2004";"411";"11";"Amerikaanse eik";"0,25"
"2004";"412";"12";"zomereik";"0,10"
"2004";"412";"28";"zomereik";"0,20"
"2004";"412";"14";"zomereik";"0,20"
"2004";"412";"15";"zomereik";"0,35"
"2004";"412";"16";"zomereik";"0,15"
"2004";"412";"17";"zomereik";"0,10"
"2004";"412";"18";"zomereik";"0,25"
"2004";"412";"29";"zomereik";"0,20"
"2004";"412";"20";"zomereik";"0,20"
"2004";"412";"21";"zomereik";"0,05"
"2004";"412";"22";"es";"0,05"
"2004";"412";"23";"zomereik";"0,40"
"2004";"311";"12";"zomereik";"0,20"
"2004";"311";"13";"grauwe abeel";"0,15"
"2004";"311";"31";"zomereik";"0,75"
"2004";"311";"30";"zomereik";"0,10"
"2004";"311";"16";"zomereik";"0,25"
"2004";"311";"17";"zomereik";"0,30"
"2004";"311";"18";"zomereik";"0,35"
"2004";"311";"27";"zomereik";"0,15"
"2004";"311";"20";"zomereik";"0,40"
"2004";"311";"21";"zomereik";"0,30"
"2004";"311";"32";"zomereik";"0,35"
"2004";"311";"29";"zomereik";"0,40"
"2004";"311";"24";"zomereik";"0,50"
"2004";"312";"1";"beuk";"0,20"
"2004";"312";"2";"beuk";"0,35"
"2004";"312";"3";"beuk";"0,25"
"2004";"312";"4";"beuk";"0,15"
"2004";"312";"5";"beuk";"0,50"
"2004";"312";"6";"beuk";"0,30"
"2004";"312";"7";"beuk";"0,20"
"2004";"312";"8";"beuk";"0,15"
"2004";"312";"9";"beuk";"0,45"
"2004";"312";"10";"beuk";"0,25"
"2004";"312";"11";"beuk";"0,55"
"2004";"402";"13";"zomereik";"0,20"
"2004";"402";"14";"es";"0,25"
"2004";"402";"28";"zomereik";"0,25"
"2004";"402";"16";"zomereik";"0,25"
"2004";"402";"17";"zomereik";"0,30"
"2004";"402";"19";"zomereik";"0,20"
"2004";"402";"20";"zomereik";"0,05"
"2004";"402";"21";"Amerikaanse eik";"0,15"
"2004";"402";"22";"es";"0,20"
"2004";"402";"23";"zomereik";"0,25"
"2004";"402";"24";"zomereik";"0,35"
"2004";"402";"25";"es";"0,20"
"2004";"402";"26";"es";"0,15"
"2004";"403";"1";"grove den";"0,20"
"2004";"403";"25";"grove den";"0,15"
"2004";"403";"3";"grove den";"0,15"
"2004";"403";"4";"grove den";"0,35"
"2004";"403";"5";"grove den";"0,25"
"2004";"403";"6";"grove den";"0,20"
"2004";"403";"7";"grove den";"0,20"
"2004";"403";"31";"grove den";"0,20"
"2004";"403";"9";"grove den";"0,20"
"2004";"403";"10";"grove den";"0,20"
"2004";"403";"11";"grove den";"0,20"
"2004";"404";"12";"Amerikaanse eik";"0,15"
"2004";"404";"13";"beuk";"0,10"
"2004";"404";"25";"zomereik";"0,30"
"2004";"404";"15";"zomereik";"0,25"
"2004";"404";"16";"Amerikaanse eik";"0,20"
"2004";"404";"17";"zomereik";"0,25"
"2004";"404";"18";"zomereik";"0,15"
"2004";"404";"19";"zomereik";"0,25"
"2004";"404";"20";"beuk";"0,30"
"2004";"404";"21";"zomereik";"0,10"
"2004";"404";"22";"zomereik";"0,20"
"2004";"404";"23";"beuk";"0,25"
"2004";"404";"24";"zomereik";"0,20"
"2004";"406";"1";"grove den";"0,20"
"2004";"406";"2";"grove den";"0,20"
"2004";"406";"3";"grove den";"0,15"
"2004";"406";"4";"grove den";"0,25"
"2004";"406";"5";"grove den";"0,10"
"2004";"406";"6";"grove den";"0,20"
"2004";"406";"7";"grove den";"0,15"
"2004";"406";"8";"grove den";"0,15"
"2004";"406";"9";"grove den";"0,15"
"2004";"406";"10";"grove den";"0,10"
"2004";"406";"27";"grove den";"0,30"
"2004";"411";"12";"Amerikaanse eik";"0,15"
"2004";"411";"13";"Amerikaanse eik";"0,10"
"2004";"411";"14";"ruwe berk";"0,20"
"2004";"411";"15";"esdoorn";"0,20"
"2004";"411";"16";"Amerikaanse eik";"0,15"
"2004";"411";"17";"esdoorn";"0,25"
"2004";"411";"18";"Amerikaanse eik";"0,20"
"2004";"411";"26";"zomereik";"0,35"
"2004";"411";"20";"beuk";"0,20"
"2004";"411";"21";"beuk";"0,30"
"2004";"411";"22";"beuk";"0,25"
"2004";"411";"23";"beuk";"0,15"
"2004";"411";"24";"zomereik";"0,30"
"2004";"412";"1";"zomereik";"0,10"
"2004";"412";"25";"zomereik";"0,25"
"2004";"412";"3";"zomereik";"0,20"
"2004";"412";"4";"zomereik";"0,15"
"2004";"412";"5";"zomereik";"0,15"
"2004";"412";"26";"zomereik";"0,30"
"2004";"412";"7";"zomereik";"0,25"
"2004";"412";"8";"zomereik";"0,20"
"2004";"412";"27";"zomereik";"0,20"
"2004";"412";"10";"zomereik";"0,15"
"2004";"412";"11";"zomereik";"0,25"
"2004";"412";"24";"es";"0,15"
"2004";"413";"1";"zomereik";"0,10"
"2004";"413";"2";"zomereik";"0,15"
"2004";"413";"3";"zomereik";"0,20"
"2004";"413";"4";"zomereik";"0,25"
"2004";"413";"5";"zomereik";"0,20"
"2004";"413";"6";"zomereik";"0,10"
"2004";"413";"7";"zomereik";"0,05"
"2004";"413";"8";"zomereik";"0,15"
"2004";"413";"9";"zomereik";"0,20"
"2004";"413";"10";"zomereik";"0,15"
"2004";"413";"11";"zomereik";"0,25"
"2004";"414";"12";"Amerikaanse eik";"0,05"
"2004";"414";"13";"Amerikaanse eik";"0,20"
"2004";"414";"14";"Amerikaanse eik";"0,15"
"2004";"414";"15";"Amerikaanse eik";"0,10"
"2004";"414";"16";"Amerikaanse eik";"0,10"
"2004";"414";"17";"Amerikaanse eik";"0,25"
"2004";"414";"18";"Amerikaanse eik";"0,15"
"2004";"414";"19";"Amerikaanse eik";"0,25"
"2004";"414";"20";"valse acacia";"0,10"
"2004";"414";"21";"Amerikaanse eik";"0,15"
"2004";"414";"22";"valse acacia";"0,15"
"2004";"414";"23";"Amerikaanse eik";"0,05"
"2004";"414";"24";"valse acacia";"0,20"
"2004";"415";"25";"es";"0,05"
"2004";"415";"2";"zomereik";"0,20"
"2004";"415";"3";"zomereik";"0,25"
"2004";"415";"4";"esdoorn";"0,10"
"2004";"415";"5";"zomereik";"0,25"
"2004";"415";"6";"zomereik";"0,30"
"2004";"415";"7";"zomereik";"0,70"
"2004";"415";"8";"esdoorn";"0,15"
"2004";"415";"9";"zomereik";"0,40"
"2004";"415";"10";"zomereik";"0,50"
"2004";"416";"11";"es";"0,25"
"2004";"416";"12";"zomereik";"0,20"
"2004";"416";"13";"Amerikaanse eik";"0,25"
"2004";"416";"14";"es";"0,30"
"2004";"416";"15";"tamme kastanje";"0,15"
"2004";"416";"16";"tamme kastanje";"0,15"
"2004";"416";"17";"Amerikaanse eik";"0,20"
"2004";"416";"18";"es";"0,35"
"2004";"416";"19";"es";"0,40"
"2004";"416";"20";"es";"0,50"
"2004";"416";"21";"es";"0,30"
"2004";"416";"25";"es";"0,25"
"2004";"416";"23";"es";"0,30"
"2004";"416";"24";"ruwe berk";"0,70"
"2004";"501";"1";"beuk";"0,15"
"2004";"501";"2";"Japanse lork";"0,25"
"2004";"501";"3";"beuk";"0,20"
"2004";"501";"4";"grove den";"0,15"
"2004";"501";"5";"beuk";"0,20"
"2004";"501";"6";"Japanse lork";"0,15"
"2004";"501";"7";"zomereik";"0,30"
"2004";"501";"8";"tamme kastanje";"0,10"
"2004";"501";"9";"zomereik";"0,25"
"2004";"501";"10";"zomereik";"0,35"
"2004";"502";"20";"grove den";"0,20"
"2004";"502";"21";"grove den";"0,25"
"2004";"502";"22";"grove den";"0,25"
"2004";"502";"24";"grove den";"0,20"
"2004";"502";"26";"grove den";"0,20"
"2004";"502";"27";"grove den";"0,15"
"2004";"502";"28";"grove den";"0,20"
"2004";"502";"29";"grove den";"0,20"
"2004";"502";"30";"grove den";"0,25"
"2004";"502";"31";"grove den";"0,25"
"2004";"502";"32";"grove den";"0,20"
"2004";"502";"33";"grove den";"0,20"
"2004";"502";"34";"grove den";"0,20"
"2004";"502";"35";"grove den";"0,20"
"2004";"504";"1";"zomereik";"0,20"
"2004";"504";"2";"zomereik";"0,20"
"2004";"504";"3";"zomereik";"0,25"
"2004";"504";"4";"zomereik";"0,25"
"2004";"504";"5";"zomereik";"0,25"
"2004";"504";"6";"zomereik";"0,25"
"2004";"504";"7";"zomereik";"0,25"
"2004";"504";"8";"zomereik";"0,20"
"2004";"504";"9";"zomereik";"0,25"
"2004";"504";"10";"zomereik";"0,20"
"2004";"505";"13";"grove den";"0,15"
"2004";"505";"14";"grove den";"0,15"
"2004";"505";"15";"grove den";"0,20"
"2004";"505";"17";"grove den";"0,15"
"2004";"505";"18";"grove den";"0,15"
"2004";"505";"19";"grove den";"0,25"
"2004";"505";"20";"grove den";"0,20"
"2004";"505";"21";"grove den";"0,15"
"2004";"505";"22";"grove den";"0,15"
"2004";"505";"23";"grove den";"0,20"
"2004";"505";"24";"grove den";"0,20"
"2004";"505";"25";"grove den";"0,25"
"2004";"413";"12";"zomereik";"0,10"
"2004";"413";"13";"Amerikaanse eik";"0,05"
"2004";"413";"14";"Amerikaanse eik";"0,15"
"2004";"413";"15";"Amerikaanse eik";"0,10"
"2004";"413";"16";"Amerikaanse eik";"0,15"
"2004";"413";"17";"Amerikaanse eik";"0,10"
"2004";"413";"18";"Amerikaanse eik";"0,15"
"2004";"413";"19";"Amerikaanse eik";"0,15"
"2004";"413";"20";"Amerikaanse eik";"0,15"
"2004";"413";"21";"Amerikaanse eik";"0,10"
"2004";"413";"22";"Amerikaanse eik";"0,15"
"2004";"413";"23";"Amerikaanse eik";"0,10"
"2004";"413";"24";"Amerikaanse eik";"0,05"
"2004";"414";"1";"Amerikaanse eik";"0,25"
"2004";"414";"2";"Amerikaanse eik";"0,15"
"2004";"414";"3";"valse acacia";"0,20"
"2004";"414";"25";"Amerikaanse eik";"0,10"
"2004";"414";"5";"Amerikaanse eik";"0,15"
"2004";"414";"6";"Amerikaanse eik";"0,15"
"2004";"414";"7";"Amerikaanse eik";"0,15"
"2004";"414";"8";"Amerikaanse eik";"0,10"
"2004";"414";"9";"Amerikaanse eik";"0,05"
"2004";"414";"10";"Amerikaanse eik";"0,20"
"2004";"414";"11";"Amerikaanse eik";"0,10"
"2004";"415";"11";"zomereik";"0,25"
"2004";"415";"12";"esdoorn";"0,15"
"2004";"415";"13";"zomereik";"0,15"
"2004";"415";"14";"zomereik";"0,35"
"2004";"415";"15";"zomereik";"0,30"
"2004";"415";"16";"zomereik";"0,30"
"2004";"415";"17";"zomereik";"0,25"
"2004";"415";"18";"zomereik";"0,30"
"2004";"415";"19";"zomereik";"0,10"
"2004";"415";"20";"zomereik";"0,20"
"2004";"415";"21";"zomereik";"0,40"
"2004";"415";"22";"zomereik";"0,50"
"2004";"415";"23";"zomereik";"0,35"
"2004";"415";"24";"zomereik";"0,25"
"2004";"416";"1";"es";"0,20"
"2004";"416";"2";"zomereik";"0,20"
"2004";"416";"3";"es";"0,25"
"2004";"416";"4";"zomereik";"0,10"
"2004";"416";"5";"zomereik";"0,20"
"2004";"416";"6";"zomereik";"0,30"
"2004";"416";"7";"es";"0,35"
"2004";"416";"8";"zomereik";"0,20"
"2004";"416";"9";"es";"0,45"
"2004";"416";"10";"es";"0,20"
"2004";"501";"11";"zomereik";"0,35"
"2004";"501";"12";"zomereik";"0,45"
"2004";"501";"13";"zomereik";"0,20"
"2004";"501";"14";"Amerikaanse eik";"0,30"
"2004";"501";"15";"Amerikaanse eik";"0,20"
"2004";"501";"16";"beuk";"0,30"
"2004";"501";"17";"zomereik";"0,40"
"2004";"501";"18";"zomereik";"0,25"
"2004";"501";"19";"Amerikaanse eik";"0,20"
"2004";"501";"20";"Amerikaanse eik";"0,25"
"2004";"501";"21";"Amerikaanse eik";"0,20"
"2004";"501";"23";"Amerikaanse eik";"0,20"
"2004";"501";"24";"zomereik";"0,25"
"2004";"501";"25";"beuk";"0,35"
"2004";"502";"1";"grove den";"0,25"
"2004";"502";"3";"grove den";"0,20"
"2004";"502";"5";"grove den";"0,25"
"2004";"502";"6";"grove den";"0,20"
"2004";"502";"8";"grove den";"0,20"
"2004";"502";"11";"grove den";"0,15"
"2004";"502";"12";"grove den";"0,25"
"2004";"502";"13";"grove den";"0,20"
"2004";"502";"14";"grove den";"0,20"
"2004";"502";"16";"grove den";"0,20"
"2004";"504";"11";"zomereik";"0,20"
"2004";"504";"12";"zomereik";"0,15"
"2004";"504";"13";"zomereik";"0,20"
"2004";"504";"14";"zomereik";"0,25"
"2004";"504";"16";"zomereik";"0,25"
"2004";"504";"18";"zomereik";"0,20"
"2004";"504";"19";"zomereik";"0,15"
"2004";"504";"20";"zomereik";"0,20"
"2004";"504";"21";"zomereik";"0,20"
"2004";"504";"22";"zomereik";"0,20"
"2004";"504";"23";"zomereik";"0,25"
"2004";"504";"24";"zomereik";"0,25"
"2004";"504";"25";"zomereik";"0,25"
"2004";"504";"26";"zomereik";"0,25"
"2004";"505";"1";"grove den";"0,15"
"2004";"505";"2";"grove den";"0,20"
"2004";"505";"3";"grove den";"0,25"
"2004";"505";"4";"grove den";"0,15"
"2004";"505";"5";"grove den";"0,15"
"2004";"505";"6";"grove den";"0,15"
"2004";"505";"7";"grove den";"0,20"
"2004";"505";"8";"grove den";"0,25"
"2004";"505";"9";"grove den";"0,25"
"2004";"505";"12";"grove den";"0,25"
"2004";"505";"26";"grove den";"0,35"
"2004";"505";"27";"grove den";"0,10"
"2004";"506";"1";"grove den";"0,20"
"2004";"506";"3";"grove den";"0,20"
"2004";"506";"34";"grove den";"0,25"
"2004";"506";"5";"grove den";"0,25"
"2004";"506";"9";"grove den";"0,25"
"2004";"506";"10";"grove den";"0,25"
"2004";"506";"11";"grove den";"0,15"
"2004";"506";"12";"grove den";"0,20"
"2004";"506";"13";"grove den";"0,20"
"2004";"506";"16";"grove den";"0,10"
"2004";"507";"17";"grove den";"0,20"
"2004";"507";"19";"grove den";"0,20"
"2004";"507";"21";"grove den";"0,20"
"2004";"507";"22";"grove den";"0,25"
"2004";"507";"23";"grove den";"0,35"
"2004";"507";"26";"grove den";"0,30"
"2004";"507";"29";"grove den";"0,25"
"2004";"507";"30";"grove den";"0,20"
"2004";"507";"31";"grove den";"0,30"
"2004";"507";"32";"grove den";"0,20"
"2004";"507";"33";"grove den";"0,20"
"2004";"507";"34";"grove den";"0,25"
"2004";"507";"35";"grove den";"0,20"
"2004";"507";"36";"grove den";"0,30"
"2004";"508";"1";"populier";"0,50"
"2004";"508";"2";"es";"0,20"
"2004";"508";"3";"es";"0,25"
"2004";"508";"4";"Amerikaanse eik";"0,15"
"2004";"508";"5";"populier";"0,60"
"2004";"508";"6";"es";"0,30"
"2004";"508";"7";"es";"0,40"
"2004";"508";"8";"es";"0,30"
"2004";"508";"9";"populier";"0,45"
"2004";"508";"10";"ruwe berk";"0,20"
"2004";"511";"11";"beuk";"0,20"
"2004";"511";"12";"beuk";"0,25"
"2004";"511";"13";"beuk";"0,10"
"2004";"511";"14";"beuk";"0,15"
"2004";"511";"15";"beuk";"0,25"
"2004";"511";"16";"beuk";"0,20"
"2004";"511";"17";"beuk";"0,15"
"2004";"511";"18";"beuk";"0,20"
"2004";"511";"19";"beuk";"0,40"
"2004";"511";"20";"beuk";"0,35"
"2004";"511";"21";"beuk";"0,10"
"2004";"511";"22";"beuk";"0,20"
"2004";"511";"23";"beuk";"0,25"
"2004";"511";"24";"beuk";"0,15"
"2004";"512";"1";"beuk";"0,50"
"2004";"512";"2";"beuk";"0,25"
"2004";"512";"4";"zomereik";"0,15"
"2004";"512";"5";"beuk";"0,25"
"2004";"512";"6";"beuk";"0,40"
"2004";"512";"7";"beuk";"0,30"
"2004";"512";"8";"zomereik";"0,10"
"2004";"512";"9";"beuk";"0,75"
"2004";"512";"33";"beuk";"0,30"
"2004";"512";"11";"beuk";"0,20"
"2004";"512";"12";"beuk";"0,30"
"2004";"512";"35";"zomereik";"0,25"
"2004";"512";"15";"zomereik";"0,10"
"2004";"512";"16";"beuk";"0,60"
"2004";"512";"34";"beuk";"0,40"
"2004";"512";"27";"beuk";"0,40"
"2004";"512";"28";"beuk";"0,40"
"2004";"512";"29";"beuk";"0,35"
"2004";"512";"36";"beuk";"0,25"
"2004";"513";"1";"beuk";"0,20"
"2004";"513";"2";"beuk";"0,25"
"2004";"513";"3";"beuk";"1,00"
"2004";"513";"4";"beuk";"0,25"
"2004";"514";"1";"zomereik";"0,15"
"2004";"514";"2";"zomereik";"0,10"
"2004";"514";"3";"zomereik";"0,20"
"2004";"514";"11";"zomereik";"0,35"
"2004";"514";"12";"zomereik";"0,10"
"2004";"514";"13";"zomereik";"0,25"
"2004";"514";"14";"zomereik";"0,15"
"2004";"514";"15";"zomereik";"0,10"
"2004";"514";"16";"zomereik";"0,20"
"2004";"514";"17";"zomereik";"0,25"
"2004";"514";"18";"zomereik";"0,15"
"2004";"514";"19";"zomereik";"0,15"
"2004";"514";"20";"zomereik";"0,30"
"2004";"514";"21";"zomereik";"0,40"
"2004";"514";"22";"zomereik";"0,30"
"2004";"506";"17";"grove den";"0,25"
"2004";"506";"18";"grove den";"0,20"
"2004";"506";"19";"grove den";"0,25"
"2004";"506";"20";"grove den";"0,25"
"2004";"506";"24";"grove den";"0,20"
"2004";"506";"25";"grove den";"0,25"
"2004";"506";"26";"grove den";"0,25"
"2004";"506";"27";"grove den";"0,25"
"2004";"506";"35";"grove den";"0,20"
"2004";"506";"29";"grove den";"0,25"
"2004";"506";"30";"grove den";"0,25"
"2004";"506";"31";"grove den";"0,20"
"2004";"506";"32";"grove den";"0,20"
"2004";"506";"33";"grove den";"0,25"
"2004";"507";"2";"grove den";"0,20"
"2004";"507";"4";"grove den";"0,25"
"2004";"507";"6";"grove den";"0,25"
"2004";"507";"7";"grove den";"0,25"
"2004";"507";"8";"grove den";"0,35"
"2004";"507";"9";"grove den";"0,15"
"2004";"507";"11";"grove den";"0,25"
"2004";"507";"12";"grove den";"0,20"
"2004";"507";"13";"grove den";"0,15"
"2004";"507";"14";"grove den";"0,20"
"2004";"508";"11";"zomereik";"0,25"
"2004";"508";"13";"es";"0,20"
"2004";"508";"14";"es";"0,20"
"2004";"508";"15";"es";"0,20"
"2004";"508";"16";"es";"0,15"
"2004";"508";"17";"es";"0,20"
"2004";"508";"18";"es";"0,20"
"2004";"508";"19";"beuk";"0,20"
"2004";"508";"20";"beuk";"0,20"
"2004";"508";"21";"zomereik";"0,20"
"2004";"508";"22";"zomereik";"0,25"
"2004";"508";"23";"zomereik";"0,20"
"2004";"508";"24";"zomereik";"0,20"
"2004";"508";"25";"fijnspar";"0,20"
"2004";"511";"1";"beuk";"0,10"
"2004";"511";"2";"beuk";"0,25"
"2004";"511";"3";"beuk";"0,40"
"2004";"511";"25";"beuk";"0,30"
"2004";"511";"5";"beuk";"0,25"
"2004";"511";"6";"beuk";"0,15"
