"jaar";"plot";"tree";"soort";"nnv"
"2015";"714";"161";"zwarte els";"0,60"
"2015";"714";"162";"zwarte els";"0,99"
"2015";"714";"163";"zwarte els";"0,99"
"2015";"714";"178";"zwarte els";"0,35"
"2015";"714";"179";"zwarte els";"0,35"
"2015";"714";"180";"zwarte els";"0,80"
"2015";"714";"181";"zwarte els";"0,55"
"2015";"714";"182";"zwarte els";"0,25"
"2015";"714";"183";"zwarte els";"0,35"
"2015";"714";"184";"zwarte els";"0,75"
"2015";"714";"185";"zwarte els";"0,50"
"2015";"714";"186";"zwarte els";"0,75"
"2015";"714";"187";"zwarte els";"0,99"
"2015";"714";"199";"zwarte els";"0,99"
"2015";"714";"206";"zwarte els";"0,95"
"2015";"714";"207";"zwarte els";"0,75"
"2015";"714";"208";"zwarte els";"0,25"
"2015";"714";"209";"zwarte els";"0,45"
"2015";"714";"210";"zwarte els";"0,25"
"2015";"714";"211";"zwarte els";"0,25"
"2015";"714";"212";"zwarte els";"0,20"
"2015";"714";"213";"zwarte els";"0,50"
"2015";"714";"214";"zwarte els";"0,35"
"2015";"714";"215";"zwarte els";"0,85"
"2015";"714";"216";"zwarte els";"0,60"
"2015";"714";"217";"zwarte els";"0,65"
"2015";"714";"218";"zwarte els";"0,99"
"2015";"714";"219";"zwarte els";"0,65"
"2015";"714";"220";"zwarte els";"1,00"
"2015";"714";"221";"zwarte els";"0,99"
"2015";"414";"1";"Amerikaanse eik";"0,20"
"2015";"414";"2";"Amerikaanse eik";"0,20"
"2015";"414";"26";"Amerikaanse eik";"0,25"
"2015";"414";"8";"Amerikaanse eik";"0,25"
"2015";"414";"101";"valse acacia";"0,10"
"2015";"414";"102";"valse acacia";"0,15"
"2015";"414";"104";"Amerikaanse eik";"0,15"
"2015";"414";"105";"Amerikaanse eik";"0,20"
"2015";"414";"106";"Amerikaanse eik";"0,20"
"2015";"513";"5";"beuk";"0,10"
"2015";"513";"6";"beuk";"0,15"
"2015";"513";"10";"beuk";"0,20"
"2015";"513";"12";"beuk";"0,25"
"2015";"513";"25";"beuk";"0,20"
"2015";"513";"17";"beuk";"0,20"
"2015";"513";"101";"beuk";"0,25"
"2015";"513";"102";"beuk";"0,15"
"2015";"513";"103";"beuk";"0,15"
"2015";"513";"104";"beuk";"0,20"
"2015";"513";"105";"beuk";"0,55"
"2015";"513";"106";"beuk";"0,15"
"2015";"513";"107";"beuk";"0,15"
"2015";"513";"108";"beuk";"0,25"
"2015";"513";"109";"beuk";"0,30"
"2015";"513";"110";"beuk";"0,25"
"2015";"513";"111";"beuk";"0,20"
"2015";"513";"112";"beuk";"0,15"
"2015";"513";"114";"beuk";"0,20"
"2015";"513";"115";"beuk";"0,15"
"2015";"513";"116";"beuk";"0,25"
"2015";"513";"117";"beuk";"0,20"
"2015";"513";"118";"beuk";"0,25"
"2015";"513";"119";"beuk";"0,20"
"2015";"513";"120";"beuk";"0,10"
"2015";"513";"121";"beuk";"0,15"
"2015";"513";"122";"beuk";"0,30"
"2015";"513";"123";"beuk";"0,25"
"2015";"416";"1";"es";"0,30"
"2015";"416";"2";"zomereik";"0,30"
"2015";"416";"3";"es";"0,35"
"2015";"416";"4";"zomereik";"0,20"
"2015";"416";"10";"es";"0,30"
"2015";"416";"11";"es";"0,45"
"2015";"416";"14";"es";"0,35"
"2015";"416";"101";"tamme kastanje";"0,10"
"2015";"416";"102";"es";"0,20"
"2015";"416";"103";"tamme kastanje";"0,15"
"2015";"416";"104";"es";"0,30"
"2015";"416";"105";"es";"0,55"
"2015";"416";"106";"es";"0,25"
"2015";"416";"107";"es";"0,20"
"2015";"416";"108";"es";"0,90"
"2015";"416";"109";"tamme kastanje";"0,10"
"2015";"416";"110";"zomereik";"0,25"
"2015";"416";"111";"es";"0,20"
"2015";"416";"112";"zomereik";"0,30"
"2015";"711";"2";"zomereik";"0,30"
"2015";"711";"3";"zomereik";"0,45"
"2015";"711";"27";"zomereik";"0,20"
"2015";"711";"6";"zomereik";"0,25"
"2015";"711";"24";"zomereik";"0,20"
"2015";"711";"25";"zomereik";"0,30"
"2015";"711";"26";"ruwe berk";"0,50"
"2015";"711";"28";"zomereik";"0,30"
"2015";"711";"101";"zomereik";"0,25"
"2015";"711";"102";"zomereik";"0,20"
"2015";"711";"103";"zomereik";"0,30"
"2015";"711";"104";"zomereik";"0,20"
"2015";"711";"105";"zomereik";"0,25"
"2015";"711";"106";"zomereik";"0,35"
"2015";"711";"107";"zomereik";"0,30"
"2015";"711";"108";"zomereik";"0,20"
"2015";"711";"109";"zomereik";"0,30"
"2015";"711";"111";"zomereik";"0,25"
"2015";"711";"112";"zomereik";"0,25"
"2015";"711";"113";"zomereik";"0,15"
"2015";"711";"115";"zomereik";"0,40"
"2015";"711";"116";"zomereik";"0,20"
"2015";"711";"117";"zomereik";"0,25"
"2015";"711";"118";"zomereik";"0,35"
"2015";"711";"119";"zomereik";"0,25"
"2015";"711";"120";"zomereik";"0,25"
"2015";"613";"4";"zomereik";"0,15"
"2015";"613";"5";"tamme kastanje";"0,20"
"2015";"613";"21";"zomereik";"0,15"
"2015";"613";"22";"tamme kastanje";"0,10"
"2015";"613";"23";"tamme kastanje";"0,25"
"2015";"613";"24";"tamme kastanje";"0,05"
"2015";"613";"25";"zomereik";"0,20"
"2015";"613";"101";"tamme kastanje";"0,15"
"2015";"613";"102";"Amerikaanse eik";"0,25"
"2015";"613";"103";"tamme kastanje";"0,05"
"2015";"613";"104";"tamme kastanje";"0,20"
"2015";"613";"105";"zomereik";"0,15"
"2015";"613";"106";"tamme kastanje";"0,15"
"2015";"613";"107";"tamme kastanje";"0,05"
"2015";"613";"108";"tamme kastanje";"0,15"
"2015";"613";"109";"tamme kastanje";"0,10"
"2015";"613";"110";"tamme kastanje";"0,10"
"2015";"613";"111";"tamme kastanje";"0,15"
"2015";"613";"112";"tamme kastanje";"0,05"
"2015";"613";"113";"tamme kastanje";"0,20"
"2015";"613";"114";"tamme kastanje";"0,25"
"2015";"613";"115";"tamme kastanje";"0,15"
"2015";"613";"116";"tamme kastanje";"0,15"
"2015";"613";"117";"tamme kastanje";"0,15"
"2015";"613";"118";"tamme kastanje";"0,20"
"2015";"613";"119";"tamme kastanje";"0,15"
"2015";"613";"120";"tamme kastanje";"0,05"
"2015";"613";"121";"tamme kastanje";"0,15"
"2015";"613";"123";"tamme kastanje";"0,10"
"2015";"613";"124";"tamme kastanje";"0,15"
"2015";"613";"125";"zomereik";"0,35"
"2015";"613";"128";"tamme kastanje";"0,15"
"2015";"613";"129";"tamme kastanje";"0,20"
"2015";"613";"130";"tamme kastanje";"0,15"
"2015";"613";"131";"tamme kastanje";"0,25"
"2015";"613";"132";"tamme kastanje";"0,20"
"2015";"613";"133";"tamme kastanje";"0,15"
"2015";"613";"134";"tamme kastanje";"0,15"
"2015";"613";"135";"tamme kastanje";"0,20"
"2015";"613";"136";"zomereik";"0,25"
"2015";"613";"137";"zomereik";"0,20"
"2015";"601";"8";"zomereik";"0,25"
"2015";"601";"28";"zomereik";"0,45"
"2015";"601";"29";"zomereik";"0,25"
"2015";"601";"101";"zomereik";"0,25"
"2015";"601";"102";"zomereik";"0,20"
"2015";"601";"103";"zomereik";"0,35"
"2015";"601";"104";"zomereik";"0,30"
"2015";"601";"105";"zomereik";"0,25"
"2015";"601";"106";"Amerikaanse eik";"0,25"
"2015";"601";"107";"zomereik";"0,20"
"2015";"601";"108";"zomereik";"0,30"
"2015";"601";"109";"zomereik";"0,30"
"2015";"601";"110";"zomereik";"0,40"
"2015";"601";"111";"zomereik";"0,55"
"2015";"601";"112";"zomereik";"1,00"
"2015";"301";"2";"populier";"0,25"
"2015";"301";"5";"populier";"0,20"
"2015";"301";"6";"populier";"0,25"
"2015";"301";"102";"populier";"0,20"
"2015";"301";"103";"populier";"0,25"
"2015";"301";"104";"populier";"0,20"
"2015";"301";"105";"populier";"0,30"
"2015";"301";"106";"populier";"0,25"
"2015";"301";"107";"populier";"0,20"
"2015";"301";"108";"populier";"0,20"
"2015";"301";"109";"populier";"0,15"
"2015";"301";"110";"populier";"0,15"
"2015";"301";"111";"populier";"0,25"
"2015";"301";"112";"populier";"0,25"
"2015";"301";"113";"populier";"0,25"
"2015";"604";"25";"populier";"0,35"
"2015";"604";"36";"populier";"0,25"
"2015";"604";"38";"populier";"0,85"
"2015";"604";"101";"populier";"0,30"
"2015";"604";"103";"populier";"0,20"
"2015";"604";"105";"populier";"1,00"
"2015";"604";"106";"populier";"0,25"
"2015";"702";"103";"zomereik";"0,35"
"2015";"702";"104";"zomereik";"0,25"
"2015";"702";"105";"zomereik";"0,40"
"2015";"702";"106";"zomereik";"0,30"
"2015";"702";"108";"zomereik";"0,45"
"2015";"702";"109";"zomereik";"0,40"
"2015";"702";"110";"zomereik";"0,25"
"2015";"702";"112";"ruwe berk";"1,00"
"2015";"702";"113";"zwarte els";"0,25"
"2016";"312";"7";"beuk";"0,30"
"2016";"312";"13";"beuk";"0,45"
"2016";"312";"14";"beuk";"0,25"
"2016";"312";"16";"beuk";"0,25"
"2016";"312";"21";"beuk";"0,30"
"2016";"312";"101";"beuk";"0,30"
"2016";"312";"102";"beuk";"0,35"
"2016";"312";"103";"beuk";"0,35"
"2016";"312";"104";"beuk";"0,35"
"2016";"303";"6";"beuk";"0,20"
"2016";"303";"7";"beuk";"0,35"
"2016";"303";"8";"beuk";"0,25"
"2016";"303";"9";"beuk";"0,30"
"2016";"303";"101";"beuk";"0,30"
"2016";"303";"103";"beuk";"0,40"
"2016";"303";"104";"beuk";"0,20"
"2016";"303";"105";"beuk";"0,10"
"2016";"303";"106";"beuk";"0,25"
"2016";"303";"107";"beuk";"0,25"
"2016";"303";"108";"beuk";"0,35"
"2016";"303";"109";"beuk";"0,35"
"2016";"303";"110";"beuk";"0,40"
"2016";"303";"111";"beuk";"0,25"
"2016";"303";"112";"beuk";"0,35"
"2016";"103";"17";"grove den";"0,15"
"2016";"103";"18";"grove den";"0,25"
"2016";"103";"28";"grove den";"0,20"
"2016";"103";"23";"grove den";"0,20"
"2016";"103";"24";"grove den";"0,15"
"2016";"103";"27";"grove den";"0,15"
"2016";"103";"101";"grove den";"0,30"
"2016";"103";"102";"grove den";"0,30"
"2016";"103";"103";"grove den";"0,25"
"2016";"103";"104";"grove den";"0,15"
"2016";"103";"105";"grove den";"0,60"
"2016";"103";"106";"grove den";"0,15"
"2016";"103";"107";"grove den";"0,10"
"2016";"103";"108";"grove den";"0,25"
"2016";"103";"109";"grove den";"0,15"
"2016";"103";"110";"grove den";"0,10"
"2016";"103";"111";"grove den";"0,10"
"2016";"103";"112";"grove den";"0,15"
"2016";"103";"113";"grove den";"0,15"
"2016";"103";"114";"grove den";"0,25"
"2016";"103";"115";"grove den";"0,25"
"2016";"103";"116";"grove den";"0,20"
"2016";"103";"117";"grove den";"0,20"
"2016";"103";"118";"grove den";"0,20"
"2016";"103";"119";"grove den";"0,15"
"2016";"103";"121";"grove den";"0,20"
"2016";"103";"122";"grove den";"0,20"
"2016";"103";"123";"grove den";"0,15"
"2016";"103";"124";"grove den";"0,20"
"2016";"111";"15";"zomereik";"0,10"
"2016";"111";"16";"esdoorn";"0,15"
"2016";"111";"101";"zomereik";"0,25"
"2016";"111";"102";"zomereik";"0,20"
"2016";"111";"103";"zomereik";"0,25"
"2016";"111";"104";"es";"0,15"
"2016";"111";"105";"zomereik";"0,15"
"2016";"111";"106";"populier";"0,25"
"2016";"111";"107";"es";"0,30"
"2016";"111";"108";"zomereik";"0,15"
"2016";"111";"109";"zomereik";"0,10"
"2016";"111";"110";"esdoorn";"0,15"
"2016";"112";"7";"zomereik";"0,15"
"2016";"112";"8";"zomereik";"0,20"
"2016";"112";"9";"zomereik";"0,15"
"2016";"112";"11";"zomereik";"0,25"
"2016";"112";"12";"zomereik";"0,15"
"2016";"112";"101";"zomereik";"0,15"
"2016";"112";"102";"zomereik";"0,20"
"2016";"112";"103";"zomereik";"0,15"
"2016";"112";"104";"zomereik";"0,20"
"2016";"112";"105";"zomereik";"0,25"
"2016";"201";"101";"zomereik";"0,35"
"2016";"201";"103";"zomereik";"0,25"
"2016";"201";"111";"zomereik";"0,35"
"2016";"201";"114";"zomereik";"0,35"
"2016";"201";"116";"esdoorn";"0,25"
"2016";"104";"13";"populier";"0,25"
"2016";"104";"14";"populier";"0,20"
"2016";"104";"103";"populier";"0,15"
"2016";"104";"101";"populier";"0,15"
"2016";"104";"102";"populier";"0,20"
"2016";"104";"104";"populier";"0,20"
"2016";"104";"105";"populier";"0,20"
"2016";"104";"106";"populier";"0,25"
"2016";"104";"108";"populier";"0,20"
"2016";"104";"109";"populier";"0,15"
"2016";"104";"110";"populier";"0,15"
"2016";"104";"111";"populier";"0,25"
"2016";"104";"112";"populier";"0,15"
"2016";"104";"114";"populier";"0,25"
"2016";"104";"115";"populier";"0,20"
"2016";"104";"116";"populier";"0,30"
"2016";"102";"26";"grove den";"0,30"
"2016";"102";"35";"grove den";"0,20"
"2016";"102";"37";"grove den";"0,15"
"2016";"102";"8";"grove den";"0,30"
"2016";"102";"9";"grove den";"0,25"
"2016";"102";"10";"grove den";"0,20"
"2016";"102";"38";"grove den";"0,20"
"2016";"102";"29";"grove den";"0,30"
"2016";"102";"30";"grove den";"0,25"
"2016";"102";"31";"grove den";"0,20"
"2016";"102";"101";"grove den";"0,20"
"2016";"102";"102";"grove den";"0,20"
"2016";"102";"103";"grove den";"0,15"
"2016";"102";"104";"grove den";"0,20"
"2016";"102";"105";"grove den";"0,20"
"2016";"102";"106";"grove den";"0,15"
"2016";"102";"107";"grove den";"0,30"
"2016";"102";"108";"grove den";"0,15"
"2016";"102";"109";"grove den";"0,15"
"2016";"102";"111";"grove den";"0,15"
"2016";"102";"112";"grove den";"0,25"
"2016";"102";"113";"grove den";"0,15"
"2016";"102";"114";"grove den";"0,25"
"2016";"102";"117";"grove den";"0,20"
"2016";"101";"1";"es";"0,15"
"2016";"101";"4";"tamme kastanje";"0,15"
"2016";"101";"27";"zomereik";"0,20"
"2016";"101";"29";"populier";"0,30"
"2016";"101";"30";"tamme kastanje";"0,25"
"2016";"101";"10";"tamme kastanje";"0,30"
"2016";"101";"11";"wintereik";"0,20"
"2016";"101";"12";"zomereik";"0,15"
"2016";"101";"15";"zomereik";"0,10"
"2016";"101";"34";"populier";"0,15"
"2016";"101";"35";"zomereik";"0,15"
"2016";"101";"24";"zomereik";"0,15"
"2016";"101";"25";"esdoorn";"0,25"
"2016";"101";"101";"tamme kastanje";"0,10"
"2016";"203";"8";"grove den";"0,20"
"2016";"203";"39";"grove den";"0,15"
"2016";"203";"29";"grove den";"0,15"
"2016";"203";"30";"grove den";"0,25"
"2016";"203";"31";"grove den";"0,20"
"2016";"203";"32";"grove den";"0,15"
"2016";"203";"13";"grove den";"0,15"
"2016";"203";"14";"grove den";"0,15"
"2016";"203";"15";"grove den";"0,30"
"2016";"203";"18";"grove den";"0,25"
"2016";"203";"101";"grove den";"0,15"
"2016";"203";"102";"grove den";"0,20"
"2016";"203";"103";"grove den";"0,15"
"2016";"203";"104";"grove den";"0,25"
"2016";"203";"105";"grove den";"0,20"
"2016";"203";"106";"grove den";"0,20"
"2016";"203";"107";"grove den";"0,15"
"2016";"203";"108";"grove den";"0,20"
"2016";"203";"109";"grove den";"0,15"
"2016";"203";"110";"grove den";"0,30"
"2016";"203";"111";"grove den";"0,25"
"2016";"203";"112";"grove den";"0,15"
"2016";"203";"113";"grove den";"0,10"
"2016";"203";"114";"grove den";"0,20"
"2016";"203";"115";"grove den";"0,25"
"2016";"203";"116";"grove den";"0,15"
"2016";"203";"117";"grove den";"0,20"
"2016";"203";"118";"grove den";"0,20"
"2016";"203";"119";"grove den";"0,15"
"2016";"203";"120";"grove den";"0,25"
"2016";"203";"121";"grove den";"0,15"
"2016";"203";"122";"grove den";"0,15"
"2016";"203";"123";"grove den";"0,20"
"2016";"203";"124";"grove den";"0,25"
"2016";"203";"125";"grove den";"0,20"
"2016";"203";"126";"grove den";"0,15"
"2016";"203";"127";"grove den";"0,20"
"2016";"203";"128";"grove den";"0,20"
"2016";"803";"16";"grove den";"0,25"
"2016";"803";"29";"grove den";"0,20"
"2016";"803";"101";"grove den";"0,20"
"2016";"803";"102";"grove den";"0,15"
"2016";"803";"103";"grove den";"0,25"
"2016";"803";"104";"grove den";"0,15"
"2016";"803";"106";"grove den";"0,15"
"2016";"803";"107";"grove den";"0,15"
"2016";"803";"108";"grove den";"0,20"
"2016";"803";"109";"grove den";"0,10"
"2016";"803";"110";"grove den";"0,25"
"2016";"803";"111";"grove den";"0,15"
"2016";"803";"112";"grove den";"0,20"
"2016";"803";"113";"grove den";"0,20"
"2016";"803";"114";"grove den";"0,10"
"2016";"803";"115";"grove den";"0,20"
"2016";"803";"116";"grove den";"0,10"
"2016";"803";"118";"grove den";"0,15"
"2016";"803";"119";"grove den";"0,15"
"2016";"803";"120";"grove den";"0,20"
"2016";"803";"121";"grove den";"0,15"
"2016";"803";"122";"grove den";"0,15"
"2016";"803";"123";"grove den";"0,20"
"2016";"703";"101";"grove den";"0,25"
"2016";"703";"102";"grove den";"0,25"
"2016";"703";"103";"grove den";"0,20"
"2016";"703";"104";"grove den";"0,20"
"2016";"703";"105";"grove den";"0,25"
"2016";"703";"106";"grove den";"0,20"
"2016";"703";"107";"grove den";"0,30"
"2016";"703";"108";"grove den";"0,25"
"2016";"703";"109";"grove den";"0,20"
"2016";"703";"110";"grove den";"0,30"
"2016";"703";"111";"grove den";"0,10"
"2016";"703";"112";"grove den";"0,10"
"2016";"703";"113";"grove den";"0,15"
"2016";"703";"114";"grove den";"0,10"
"2016";"703";"115";"grove den";"0,20"
"2016";"703";"116";"grove den";"0,15"
"2016";"703";"117";"grove den";"0,20"
"2016";"703";"118";"grove den";"0,25"
"2016";"703";"119";"grove den";"0,20"
"2016";"703";"120";"grove den";"0,35"
"2016";"703";"121";"grove den";"0,20"
"2016";"703";"122";"grove den";"0,30"
"2016";"703";"123";"grove den";"0,20"
"2016";"703";"124";"grove den";"0,35"
"2016";"703";"125";"grove den";"0,25"
"2016";"703";"126";"grove den";"0,20"
"2016";"602";"39";"grove den";"0,25"
"2016";"602";"40";"grove den";"0,20"
"2016";"602";"101";"grove den";"0,20"
"2016";"602";"103";"grove den";"0,35"
"2016";"602";"104";"grove den";"0,25"
"2016";"602";"105";"grove den";"0,25"
"2016";"602";"106";"grove den";"0,30"
"2016";"602";"109";"grove den";"0,20"
"2016";"602";"110";"grove den";"0,25"
"2016";"602";"111";"grove den";"0,25"
"2016";"901";"32";"Corsicaanse den";"0,20"
"2016";"901";"33";"Corsicaanse den";"0,65"
"2016";"901";"101";"Corsicaanse den";"0,40"
"2016";"901";"102";"Corsicaanse den";"0,25"
"2016";"901";"103";"Corsicaanse den";"0,25"
"2016";"901";"104";"Corsicaanse den";"0,20"
"2016";"901";"105";"Corsicaanse den";"0,20"
"2016";"901";"106";"Corsicaanse den";"0,15"
"2016";"901";"107";"Corsicaanse den";"0,30"
"2016";"901";"108";"Corsicaanse den";"0,30"
"2016";"901";"109";"Corsicaanse den";"0,25"
"2016";"901";"110";"Corsicaanse den";"0,50"
"2016";"901";"111";"Corsicaanse den";"0,30"
"2016";"901";"112";"Corsicaanse den";"0,30"
"2016";"901";"113";"Corsicaanse den";"0,30"
"2016";"901";"114";"Corsicaanse den";"0,25"
"2016";"901";"115";"Corsicaanse den";"0,20"
"2016";"901";"116";"Corsicaanse den";"0,15"
"2016";"901";"117";"Corsicaanse den";"0,20"
"2016";"901";"118";"Corsicaanse den";"0,05"
"2016";"901";"119";"Corsicaanse den";"0,25"
"2016";"901";"120";"Corsicaanse den";"0,35"
"2016";"901";"121";"Corsicaanse den";"0,30"
"2016";"901";"122";"Corsicaanse den";"0,20"
"2016";"901";"123";"Corsicaanse den";"0,15"
"2016";"901";"124";"Corsicaanse den";"0,25"
"2016";"901";"125";"Corsicaanse den";"0,20"
"2016";"901";"126";"Corsicaanse den";"0,30"
"2016";"901";"127";"Corsicaanse den";"0,50"
"2016";"901";"128";"Corsicaanse den";"0,15"
"2016";"901";"129";"Corsicaanse den";"0,30"
"2016";"901";"130";"Corsicaanse den";"0,30"
"2016";"901";"131";"Corsicaanse den";"0,10"
"2016";"901";"132";"Corsicaanse den";"0,35"
"2016";"901";"133";"Corsicaanse den";"0,15"
"2016";"901";"134";"Corsicaanse den";"0,15"
"2016";"901";"135";"Corsicaanse den";"0,35"
"2016";"406";"28";"grove den";"0,15"
"2016";"406";"101";"grove den";"0,20"
"2016";"406";"102";"grove den";"0,15"
"2016";"406";"104";"grove den";"0,20"
"2016";"406";"105";"grove den";"0,30"
"2016";"406";"106";"grove den";"0,25"
"2016";"406";"107";"grove den";"0,25"
"2016";"406";"109";"grove den";"0,15"
"2016";"406";"110";"grove den";"0,20"
"2016";"406";"111";"grove den";"0,10"
"2016";"406";"112";"grove den";"0,20"
"2016";"406";"114";"grove den";"0,15"
"2016";"406";"115";"grove den";"0,20"
"2016";"406";"116";"grove den";"0,20"
"2016";"406";"119";"grove den";"0,20"
"2016";"406";"121";"grove den";"0,15"
"2016";"406";"122";"grove den";"0,25"
"2016";"406";"123";"grove den";"0,20"
"2016";"406";"124";"grove den";"0,25"
"2016";"406";"125";"grove den";"0,25"
"2016";"406";"126";"grove den";"0,25"
"2016";"406";"127";"grove den";"0,25"
"2016";"406";"129";"grove den";"0,20"
"2016";"406";"132";"grove den";"0,25"
"2016";"406";"134";"grove den";"0,15"
"2016";"406";"135";"grove den";"0,20"
"2016";"406";"136";"grove den";"0,20"
"2016";"406";"139";"grove den";"0,20"
"2016";"406";"141";"grove den";"0,25"
"2016";"406";"143";"grove den";"0,15"
"2016";"406";"144";"grove den";"0,20"
"2016";"505";"28";"grove den";"0,20"
"2016";"505";"31";"grove den";"0,10"
"2016";"505";"101";"grove den";"0,30"
"2016";"505";"102";"grove den";"0,25"
"2016";"505";"103";"grove den";"0,20"
"2016";"505";"104";"grove den";"0,25"
"2016";"505";"105";"grove den";"0,25"
"2016";"505";"106";"grove den";"0,25"
"2016";"505";"107";"grove den";"0,20"
"2016";"505";"108";"grove den";"0,25"
"2016";"505";"109";"grove den";"0,25"
"2016";"505";"110";"grove den";"0,20"
"2016";"505";"111";"grove den";"0,25"
"2016";"505";"112";"grove den";"0,20"
"2016";"505";"113";"grove den";"0,20"
"2016";"505";"114";"grove den";"0,15"
"2016";"505";"115";"grove den";"0,20"
"2016";"505";"116";"grove den";"0,15"
"2016";"505";"117";"grove den";"0,20"
"2016";"505";"118";"grove den";"0,20"
"2016";"505";"119";"grove den";"0,20"
"2016";"505";"120";"grove den";"0,20"
"2016";"505";"121";"grove den";"0,15"
"2016";"505";"123";"grove den";"0,20"
"2016";"207";"30";"zomereik";"0,15"
"2016";"207";"101";"zomereik";"0,25"
"2016";"207";"102";"zomereik";"0,25"
"2016";"207";"103";"zomereik";"0,15"
"2016";"207";"104";"zomereik";"0,30"
"2016";"207";"105";"zomereik";"0,15"
"2016";"207";"106";"zomereik";"0,20"
"2016";"207";"107";"zomereik";"0,10"
"2016";"207";"108";"zomereik";"0,15"
"2016";"207";"109";"zomereik";"0,30"
"2016";"207";"110";"zomereik";"0,25"
"2016";"207";"111";"beuk";"0,20"
"2016";"207";"112";"zomereik";"0,15"
"2016";"207";"113";"zomereik";"0,25"
"2016";"207";"114";"zomereik";"0,15"
"2016";"207";"115";"zomereik";"0,05"
"2016";"207";"116";"zomereik";"0,20"
"2016";"207";"117";"zomereik";"0,25"
"2016";"207";"118";"zomereik";"0,25"
"2016";"207";"119";"zomereik";"0,25"
"2016";"207";"120";"zomereik";"0,20"
"2016";"207";"121";"zomereik";"0,25"
"2016";"207";"122";"zomereik";"0,30"
"2016";"207";"124";"populier";"0,25"
"2016";"207";"125";"zomereik";"0,20"
"2016";"207";"127";"zomereik";"0,30"
"2016";"207";"128";"zomereik";"0,05"
"2016";"207";"129";"zomereik";"0,25"
"2016";"207";"130";"zomereik";"0,10"
"2016";"207";"131";"zomereik";"0,25"
"2016";"212";"3";"beuk";"0,25"
"2016";"212";"12";"beuk";"0,15"
"2016";"212";"16";"beuk";"0,10"
"2016";"212";"17";"beuk";"0,25"
"2016";"212";"18";"beuk";"0,20"
"2016";"212";"19";"beuk";"0,15"
"2016";"212";"20";"beuk";"0,20"
"2016";"212";"23";"beuk";"0,15"
"2016";"212";"24";"beuk";"0,15"
"2016";"212";"101";"beuk";"0,35"
"2016";"212";"102";"beuk";"0,20"
"2016";"212";"103";"beuk";"0,25"
"2016";"212";"104";"beuk";"0,25"
"2016";"215";"17";"beuk";"0,20"
"2016";"215";"18";"Amerikaanse eik";"0,10"
"2016";"215";"19";"beuk";"0,25"
"2016";"215";"20";"beuk";"0,15"
"2016";"215";"21";"beuk";"0,15"
"2016";"215";"22";"beuk";"0,05"
"2016";"215";"23";"beuk";"0,10"
"2016";"215";"24";"beuk";"0,15"
"2016";"215";"101";"beuk";"0,25"
"2016";"215";"102";"beuk";"0,05"
"2016";"215";"103";"beuk";"0,30"
"2016";"215";"104";"tamme kastanje";"0,15"
"2016";"215";"105";"beuk";"0,25"
"2016";"215";"106";"beuk";"0,20"
"2016";"215";"107";"tamme kastanje";"0,10"
"2016";"311";"2";"zomereik";"0,25"
"2016";"311";"3";"zomereik";"0,20"
"2016";"311";"25";"zomereik";"0,25"
"2016";"311";"6";"zomereik";"0,20"
"2016";"311";"7";"zomereik";"0,25"
"2016";"311";"8";"zomereik";"0,20"
"2016";"311";"9";"zomereik";"0,25"
"2016";"311";"10";"zomereik";"0,30"
"2016";"311";"26";"zomereik";"0,15"
"2016";"311";"12";"zomereik";"0,10"
"2016";"311";"101";"zomereik";"0,15"
"2016";"311";"102";"zomereik";"0,20"
"2016";"511";"3";"beuk";"0,40"
"2016";"511";"5";"beuk";"0,25"
"2016";"511";"6";"beuk";"0,20"
"2016";"511";"25";"beuk";"0,30"
"2016";"511";"11";"beuk";"0,25"
"2016";"511";"101";"beuk";"0,35"
"2016";"511";"102";"beuk";"0,20"
"2016";"511";"103";"beuk";"0,25"
"2016";"511";"104";"beuk";"0,20"
"2016";"511";"105";"beuk";"0,35"
"2016";"511";"106";"beuk";"0,25"
"2016";"511";"107";"beuk";"0,30"
"2016";"511";"108";"beuk";"0,25"
"2016";"511";"109";"beuk";"0,15"
"2016";"511";"110";"beuk";"0,15"
"2016";"511";"111";"beuk";"0,30"
"2016";"611";"101";"zomereik";"0,25"
"2016";"611";"102";"zomereik";"0,25"
"2016";"611";"103";"zomereik";"0,20"
"2016";"611";"104";"zomereik";"0,15"
"2016";"611";"105";"zomereik";"0,30"
"2016";"611";"106";"zomereik";"0,15"
"2016";"611";"107";"zomereik";"0,15"
"2016";"611";"108";"zomereik";"0,20"
"2016";"611";"109";"zomereik";"0,35"
"2016";"611";"110";"zomereik";"0,25"
"2016";"611";"111";"zomereik";"0,25"
"2016";"611";"112";"zomereik";"0,45"
"2016";"611";"113";"zomereik";"0,50"
"2016";"611";"114";"zomereik";"0,20"
"2016";"611";"115";"zomereik";"0,20"
"2016";"611";"116";"zomereik";"0,25"
"2016";"612";"10";"zomereik";"0,25"
"2016";"612";"11";"zomereik";"0,30"
"2016";"612";"18";"zomereik";"0,20"
"2016";"612";"102";"beuk";"0,30"
"2016";"612";"104";"zomereik";"0,25"
"2016";"612";"105";"beuk";"0,30"
"2016";"612";"106";"wintereik";"0,35"
"2016";"612";"108";"beuk";"0,30"
"2016";"804";"22";"grove den";"0,10"
"2016";"804";"27";"grove den";"0,20"
"2016";"804";"101";"grove den";"0,25"
"2016";"804";"102";"grove den";"0,20"
"2016";"804";"103";"grove den";"0,25"
"2016";"804";"104";"grove den";"0,15"
